schema_version,ssoc_2024,title,major_group_code,major_group,sub_major_group_code,minor_group_code,unit_group_code,score_status,ilo_mean_score_2025_median,ilo_mean_score_2025_min,ilo_mean_score_2025_max,ai_work_pressure_percentile,ai_work_pressure_midrank_position,ai_work_pressure_population_size,ilo_potential25_categories,ilo_potential25_least_exposed,ilo_potential25_most_exposed,ilo_task_score_sd_2025_median,ilo_task_score_sd_2025_min,ilo_task_score_sd_2025_max,official_isco08_codes,scored_isco08_codes,unscored_official_isco08_codes,mapping_quality,evidence_support,basic_monthly_p25_sgd,basic_monthly_median_sgd,basic_monthly_p75_sgd,gross_monthly_p25_sgd,gross_monthly_median_sgd,gross_monthly_p75_sgd,wage_reference_period,wage_source_id,direct_demand_signal_count,demand_source_keys,demand_source_occupations,labour_context_grain,labour_context_cluster,labour_context_data_as_of,evidence_data_as_of,limitations
9.0,24320,Public relations/Corporate communications professional,2,PROFESSIONALS,24,243,2432,scored,0.43,0.43,0.43,76.5,755.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.09,0.09,0.09,2432,2432,,one_to_one,official_crosswalk,3822,4864,7140,3925,5000,7479,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24331,Technical sales professional,2,PROFESSIONALS,24,243,2433,scored,0.5,0.5,0.5,87.4,863,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.1,0.1,0.1,2433,2433,,one_to_one,official_crosswalk,4040,5239,8177,4335,5936,8956,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24332,Medical/Pharmaceutical products sales professional,2,PROFESSIONALS,24,243,2433,scored,0.5,0.5,0.5,87.4,863,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.1,0.1,0.1,2433,2433,,one_to_one,official_crosswalk,4727,6174,7687,5340,6571,8650,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24333,ICT sales and services professional,2,PROFESSIONALS,24,243,2433,scored,0.51,0.51,0.51,88.5,873.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.09,0.09,0.09,2434,2434,,one_to_one,official_crosswalk,7661,14246,18500,8088,15841,19687,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24334,Sales professional (institutional sales of financial products),2,PROFESSIONALS,24,243,2433,scored,0.5,0.5,0.5,87.4,863,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.1,0.1,0.1,2433,2433,,one_to_one,official_crosswalk,6665,11158,17813,7080,11837,19563,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24339,Specialised goods sales professional n.e.c.,2,PROFESSIONALS,24,243,2433,scored,0.495,0.49,0.5,86.8,857,987,Exposed: Gradient 2|Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,0.09,0.08,0.1,3322|2433,3322|2433,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,24351,"Commodities trader (excluding oil, bunker and environmental commodities)",2,PROFESSIONALS,24,243,2435,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,5000,9509,16816,5000,9509,16845,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24352,Oil/Bunker trader,2,PROFESSIONALS,24,243,2435,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,7691,10179,15000,7841,10883,15000,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24353,Ship charterer,2,PROFESSIONALS,24,243,2435,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,7738,10000,13846,7941,10000,14000,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24354,Environmental commodities trader,2,PROFESSIONALS,24,243,2435,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,,,,,,,,,1,mom_sol_2026,Carbon trader,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,24361,Trade broker,2,PROFESSIONALS,24,243,2436,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,6574,8988,19860,6581,9750,20000,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,24362,Ship broker,2,PROFESSIONALS,24,243,2436,scored,0.44,0.44,0.44,78.3,773,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,3324,3324,,one_to_one,official_crosswalk,7975,12351,17174,8567,13792,18417,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25111,Systems designer/analyst,2,PROFESSIONALS,25,251,2511,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.05,0.05,0.05,2511,2511,,one_to_one,official_crosswalk,5479,6789,8646,5540,6840,8800,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25112,ICT business process consultant/business analyst,2,PROFESSIONALS,25,251,2511,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.05,0.05,0.05,2511,2511,,one_to_one,official_crosswalk,5471,8242,11132,5588,8445,11400,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25113,Enterprise/Solution/Software architect,2,PROFESSIONALS,25,251,2511,scored,0.505,0.49,0.52,88,869,987,Exposed: Gradient 2|Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,0.055,0.05,0.06,2511|2523,2511|2523,,partial,official_crosswalk,9151,12971,17213,9579,13614,17746,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,25114,ICT product manager,2,PROFESSIONALS,25,251,2511,scored,0.52,0.49,0.55,89.1,879.5,987,Exposed: Gradient 2|Exposed: Gradient 3,Exposed: Gradient 2,Exposed: Gradient 3,0.07,0.05,0.09,2431|2511,2431|2511,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25121,Software developer,2,PROFESSIONALS,25,251,2512,scored,0.53,0.53,0.53,89.7,885,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.07,0.07,0.07,2512,2512,,one_to_one,official_crosswalk,5697,7605,10830,5994,7808,11092,2025-06,mom_occupational_wages_2025,2,mom_jobs_in_demand_2025|mom_sol_2026,Software developer|Software developer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25122,Web/Mobile applications developer,2,PROFESSIONALS,25,251,2512,scored,0.6,0.6,0.6,96.5,952,987,Exposed: Gradient 4,Exposed: Gradient 4,Exposed: Gradient 4,0.08,0.08,0.08,2513,2513,,one_to_one,official_crosswalk,4800,6290,8495,4818,6290,8495,2025-06,mom_occupational_wages_2025,1,mom_sol_2026,Web/mobile applications developer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25123,Multimedia-games developer/designer,2,PROFESSIONALS,25,251,2512,scored,0.545,0.49,0.6,90.6,894,987,Exposed: Gradient 2|Exposed: Gradient 4,Exposed: Gradient 2,Exposed: Gradient 4,0.085,0.08,0.09,2166|2513,2166|2513,,partial,official_crosswalk,5202,7025,13279,5381,7176,13279,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,25124,Interaction designer,2,PROFESSIONALS,25,251,2512,scored,0.545,0.49,0.6,90.6,894,987,Exposed: Gradient 2|Exposed: Gradient 4,Exposed: Gradient 2,Exposed: Gradient 4,0.085,0.08,0.09,2166|2513,2166|2513,,partial,official_crosswalk,6784,9804,13592,6887,10477,15966,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,25125,DevOps engineer,2,PROFESSIONALS,25,251,2512,scored,0.565,0.53,0.6,93.6,924,987,Exposed: Gradient 3|Exposed: Gradient 4,Exposed: Gradient 3,Exposed: Gradient 4,0.075,0.07,0.08,2512|2513,2512|2513,,partial,official_crosswalk,5940,6450,8335,6052,6561,8502,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,25141,Applications/Systems programmer,2,PROFESSIONALS,25,251,2514,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.08,0.08,0.08,2514,2514,,one_to_one,official_crosswalk,5593,8021,9835,5680,8209,10000,2025-06,mom_occupational_wages_2025,1,mom_sol_2026,Analyst programmer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25142,Artificial intelligence applied researcher,2,PROFESSIONALS,25,251,2514,scored,0.55,0.55,0.55,91.7,905.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.16,0.16,0.16,2519,2519,,one_to_one,official_crosswalk,,,,,,,,,1,mom_sol_2026,AI researcher/scientist,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25143,Artificial intelligence/Machine learning engineer,2,PROFESSIONALS,25,251,2514,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.08,0.08,0.08,2514,2514,,one_to_one,official_crosswalk,8000,10300,13970,8000,10700,14046,2025-06,mom_occupational_wages_2025,1,mom_sol_2026,AI engineer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25151,ICT quality assurance specialist,2,PROFESSIONALS,25,251,2515,scored,0.55,0.55,0.55,91.7,905.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.16,0.16,0.16,2519,2519,,one_to_one,official_crosswalk,4934,6966,8661,5076,7022,9210,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25152,ICT auditor,2,PROFESSIONALS,25,251,2515,scored,0.55,0.55,0.55,91.7,905.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.16,0.16,0.16,2519,2519,,one_to_one,official_crosswalk,7851,10742,13649,7851,12125,13700,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25190,Software and applications developer/analyst n.e.c.,2,PROFESSIONALS,25,251,2519,scored,0.55,0.55,0.55,91.7,905.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.16,0.16,0.16,2519,2519,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25211,Data/Database administrator,2,PROFESSIONALS,25,252,2521,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.08,0.08,0.08,2521,2521,,one_to_one,official_crosswalk,5542,8115,13198,5750,8470,13540,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25212,Data/Database architect,2,PROFESSIONALS,25,252,2521,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.08,0.08,0.08,2521,2521,,one_to_one,official_crosswalk,8486,10486,16821,8500,10500,16823,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25213,Data engineer,2,PROFESSIONALS,25,252,2521,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.08,0.08,0.08,2521,2521,,one_to_one,official_crosswalk,6351,8551,10674,6351,8721,11400,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25220,Network/Server/Applications/Computer systems administrator,2,PROFESSIONALS,25,252,2522,scored,0.57,0.57,0.57,94.5,932.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.05,0.05,0.05,2522,2522,,one_to_one,official_crosswalk,4690,6071,8721,4712,6167,8850,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25231,Cloud specialist,2,PROFESSIONALS,25,252,2523,scored,0.52,0.52,0.52,89.1,879.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.06,0.06,0.06,2523,2523,,one_to_one,official_crosswalk,7085,9332,16242,7085,10169,16615,2025-06,mom_occupational_wages_2025,1,mom_sol_2026,Cloud architect/engineer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25232,IT infrastructure specialist,2,PROFESSIONALS,25,252,2523,scored,0.52,0.52,0.52,89.1,879.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.06,0.06,0.06,2523,2523,,one_to_one,official_crosswalk,5300,7776,11065,5460,7836,11126,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25233,Automation and orchestration engineer,2,PROFESSIONALS,25,252,2523,scored,0.445,0.37,0.52,79.8,788,987,Minimal Exposure|Exposed: Gradient 3,Minimal Exposure,Exposed: Gradient 3,0.065,0.06,0.07,2523|2141,2523|2141,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25239,Computer network/infrastructure/platform professional n.e.c.,2,PROFESSIONALS,25,252,2523,scored,0.52,0.52,0.52,89.1,879.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.06,0.06,0.06,2523,2523,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25241,Cyber risk specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,7000,10247,14333,7293,10495,15250,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25242,Penetration testing specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,,,,,,,,,1,mom_sol_2026,Penetration testing specialist,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25243,Security operations specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,7879,9625,11833,8046,10148,12083,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25244,Digital forensics specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,,,,,,,,,1,mom_sol_2026,Digital forensics specialist,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25245,Cybersecurity architect,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,7000,9622,15024,7078,9820,15583,2025-06,mom_occupational_wages_2025,1,mom_sol_2026,Cybersecurity architect/engineer,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25246,Cyber incident investigation specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25247,Threat analysis specialist,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,6205,7590,9754,6528,7940,9754,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25249,Cybersecurity professional n.e.c.,2,PROFESSIONALS,25,252,2524,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,25291,Data centre engineer,2,PROFESSIONALS,25,252,2529,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,5323,7020,11296,5437,7175,11525,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,25299,Other database/network/infrastructure/cybersecurity professional n.e.c.,2,PROFESSIONALS,25,252,2529,scored,0.49,0.49,0.49,85.4,843.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.06,0.06,0.06,2529,2529,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26111,Advocate/Solicitor (practising),2,PROFESSIONALS,26,261,2611,scored,0.36,0.36,0.36,60.2,594.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2611,2611,,one_to_one,official_crosswalk,6800,8300,11300,7700,10000,13500,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,26112,"In-house legal counsel (excluding judiciary, ministries and statutory boards)",2,PROFESSIONALS,26,261,2611,scored,0.36,0.36,0.36,60.2,594.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2611,2611,,one_to_one,official_crosswalk,7000,12423,19758,7083,13000,20000,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,26119,Lawyer n.e.c.,2,PROFESSIONALS,26,261,2611,scored,0.36,0.36,0.36,60.2,594.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2611,2611,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26120,Judge,2,PROFESSIONALS,26,261,2612,scored,0.31,0.31,0.31,51,503.5,987,Not Exposed,Not Exposed,Not Exposed,0.08,0.08,0.08,2612,2612,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26191,Arbitrator/Mediator,2,PROFESSIONALS,26,261,2619,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2619,2619,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26199,Other legal professional n.e.c.,2,PROFESSIONALS,26,261,2619,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2619,2619,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26211,Archivist,2,PROFESSIONALS,26,262,2621,scored,0.47,0.47,0.47,82.8,817,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.11,0.11,0.11,2621,2621,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26212,Curator,2,PROFESSIONALS,26,262,2621,scored,0.47,0.47,0.47,82.8,817,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.11,0.11,0.11,2621,2621,,one_to_one,official_crosswalk,4459,5936,7524,4460,5938,7525,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,26213,Conservator,2,PROFESSIONALS,26,262,2621,scored,0.47,0.47,0.47,82.8,817,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.11,0.11,0.11,2621,2621,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,26221,Librarian,2,PROFESSIONALS,26,262,2622,scored,0.55,0.55,0.55,91.7,905.5,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.04,0.04,0.04,2622,2622,,one_to_one,official_crosswalk,3987,5463,7077,4000,5472,7100,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
